Team,Game,Date,Home,Opponent,WINorLOSS,TeamPoints,OpponentPoints,FieldGoals,FieldGoalsAttempted,FieldGoals.,X3PointShots,X3PointShotsAttempted,X3PointShots.,FreeThrows,FreeThrowsAttempted,FreeThrows.,OffRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,TotalFouls,Opp.FieldGoals,Opp.FieldGoalsAttempted,Opp.FieldGoals.,Opp.3PointShots,Opp.3PointShotsAttempted,Opp.3PointShots.,Opp.FreeThrows,Opp.FreeThrowsAttempted,Opp.FreeThrows.,Opp.OffRebounds,Opp.TotalRebounds,Opp.Assists,Opp.Steals,Opp.Blocks,Opp.Turnovers,Opp.TotalFouls,GameResult
WAS,62,06-03-2015,Home,MIA,W,99,97,38,82,0.463,7,23,0.304,16,18,0.889,10,43,24,6,4,15,21,37,79,0.468,10,27,0.37,13,19,0.684,8,37,18,5,2,14,19,1
WAS,63,07-03-2015,Away,MIL,L,85,91,31,81,0.383,9,28,0.321,14,22,0.636,14,49,19,9,3,17,19,36,78,0.462,10,20,0.5,9,15,0.6,10,44,25,7,6,16,18,0
WAS,64,09-03-2015,Away,CHO,W,95,69,44,85,0.518,2,14,0.143,5,5,1,8,49,21,10,4,13,19,25,77,0.325,4,22,0.182,15,20,0.75,8,37,13,4,8,15,11,1
WAS,65,12-03-2015,Home,MEM,W,107,87,40,80,0.5,5,17,0.294,22,31,0.71,10,42,25,11,5,13,24,31,80,0.388,3,19,0.158,22,30,0.733,14,41,18,9,3,21,29,1
WAS,66,14-03-2015,Home,SAC,W,113,97,43,81,0.531,13,26,0.5,14,17,0.824,9,41,28,8,6,13,25,35,77,0.455,6,19,0.316,21,28,0.75,11,36,24,4,3,16,17,1
WAS,67,16-03-2015,Home,POR,W,105,97,41,82,0.5,7,12,0.583,16,26,0.615,6,43,25,5,4,6,17,36,89,0.404,8,28,0.286,17,20,0.85,14,48,19,2,3,10,19,1
WAS,68,18-03-2015,Away,UTA,W,88,84,33,63,0.524,6,11,0.545,16,23,0.696,6,41,16,4,3,21,21,34,82,0.415,4,22,0.182,12,24,0.5,14,36,21,9,5,9,19,1
WAS,69,20-03-2015,Away,LAC,L,99,113,37,86,0.43,6,19,0.316,19,23,0.826,8,36,27,6,2,9,16,45,86,0.523,12,23,0.522,11,17,0.647,8,46,33,5,6,14,21,0
WAS,70,22-03-2015,Away,SAC,L,86,109,35,87,0.402,3,17,0.176,13,18,0.722,16,44,21,7,3,16,18,40,79,0.506,8,17,0.471,21,23,0.913,4,34,24,12,2,16,17,0
WAS,71,23-03-2015,Away,GSW,L,76,107,27,81,0.333,3,11,0.273,19,26,0.731,5,38,15,5,2,11,15,39,95,0.411,13,33,0.394,16,21,0.762,19,62,23,9,6,11,14,0
WAS,72,25-03-2015,Home,IND,L,101,103,33,75,0.44,5,14,0.357,30,38,0.789,6,46,13,6,4,10,23,38,85,0.447,9,26,0.346,18,28,0.643,9,43,21,7,2,10,23,0
WAS,73,27-03-2015,Home,CHO,W,110,107,44,113,0.389,9,25,0.36,13,22,0.591,17,72,25,9,9,16,26,36,104,0.346,8,25,0.32,27,35,0.771,10,61,25,11,11,11,17,1
WAS,74,29-03-2015,Home,HOU,L,91,99,29,75,0.387,4,15,0.267,29,37,0.784,11,43,17,14,5,17,22,34,80,0.425,9,29,0.31,22,33,0.667,16,53,18,12,6,19,25,0
WAS,75,01-04-2015,Home,PHI,W,106,93,44,76,0.579,4,12,0.333,14,22,0.636,9,47,33,7,4,16,20,36,91,0.396,10,34,0.294,11,17,0.647,11,34,18,10,3,11,20,1
WAS,76,03-04-2015,Home,NYK,W,101,87,43,93,0.462,7,16,0.438,8,12,0.667,12,48,32,8,8,11,17,31,84,0.369,7,21,0.333,18,20,0.9,9,42,17,6,5,11,15,1
WAS,77,04-04-2015,Away,MEM,W,92,83,38,79,0.481,8,22,0.364,8,10,0.8,6,40,24,9,0,15,18,34,81,0.42,1,15,0.067,14,18,0.778,9,41,23,2,3,15,15,1
WAS,78,08-04-2015,Away,PHI,W,119,90,47,72,0.653,8,15,0.533,17,23,0.739,6,45,35,4,8,14,21,31,89,0.348,9,27,0.333,19,27,0.704,17,36,17,11,1,8,22,1
WAS,79,10-04-2015,Away,BRK,L,80,117,32,82,0.39,5,15,0.333,11,17,0.647,17,50,23,3,4,17,21,45,89,0.506,12,20,0.6,15,23,0.652,12,44,29,10,1,6,20,0
WAS,80,12-04-2015,Home,ATL,W,108,99,39,85,0.459,9,21,0.429,21,27,0.778,14,51,22,8,6,19,19,36,87,0.414,9,29,0.31,18,24,0.75,7,38,24,10,2,11,22,1
WAS,81,14-04-2015,Away,IND,L,95,99,37,104,0.356,7,24,0.292,14,17,0.824,13,59,22,8,2,11,22,40,105,0.381,9,30,0.3,10,17,0.588,14,56,22,5,9,13,17,0
WAS,82,15-04-2015,Away,CLE,L,108,113,42,97,0.433,8,22,0.364,16,21,0.762,15,50,26,8,5,13,13,43,91,0.473,16,30,0.533,11,17,0.647,11,44,29,7,4,16,17,0
ATL,1,27-10-2015,Home,DET,L,94,106,37,82,0.451,8,27,0.296,12,15,0.8,7,40,22,9,4,15,25,37,96,0.385,12,29,0.414,20,26,0.769,23,59,23,5,3,15,15,0
ATL,2,29-10-2015,Away,NYK,W,112,101,42,83,0.506,10,24,0.417,18,26,0.692,7,39,26,11,4,15,18,38,93,0.409,6,29,0.207,19,21,0.905,16,48,21,10,4,21,24,1
ATL,3,30-10-2015,Home,CHO,W,97,94,36,83,0.434,8,23,0.348,17,22,0.773,8,45,23,9,4,15,17,36,88,0.409,12,30,0.4,10,13,0.769,13,54,23,7,6,18,20,1
ATL,4,01-11-2015,Away,CHO,W,94,92,37,88,0.42,7,29,0.241,13,14,0.929,9,48,22,9,6,11,16,32,86,0.372,14,37,0.378,14,15,0.933,9,45,27,7,13,11,14,1
ATL,5,03-11-2015,Away,MIA,W,98,92,37,90,0.411,7,21,0.333,17,22,0.773,16,51,25,10,1,15,14,38,86,0.442,5,28,0.179,11,16,0.688,13,49,13,10,9,18,21,1
ATL,6,04-11-2015,Home,BRK,W,101,87,37,76,0.487,8,22,0.364,19,24,0.792,6,34,27,15,10,13,17,36,83,0.434,5,21,0.238,10,13,0.769,14,43,24,9,4,19,19,1
ATL,7,06-11-2015,Away,NOP,W,121,115,41,77,0.532,9,21,0.429,30,35,0.857,6,41,30,10,6,15,21,42,84,0.5,10,30,0.333,21,24,0.875,6,32,30,9,7,12,24,1
ATL,8,07-11-2015,Home,WAS,W,114,99,43,92,0.467,13,33,0.394,15,15,1,10,39,37,12,4,14,15,38,78,0.487,8,24,0.333,15,17,0.882,8,41,27,11,3,24,18,1
ATL,9,09-11-2015,Home,MIN,L,107,117,44,86,0.512,13,31,0.419,6,7,0.857,4,27,30,13,6,17,19,46,80,0.575,7,15,0.467,18,22,0.818,8,40,27,10,5,19,18,0
ATL,10,11-11-2015,Home,NOP,W,106,98,42,86,0.488,10,26,0.385,12,16,0.75,8,44,26,10,7,12,16,37,83,0.446,14,29,0.483,10,15,0.667,8,40,21,6,0,19,21,1
ATL,11,13-11-2015,Away,BOS,L,93,106,36,76,0.474,6,20,0.3,15,20,0.75,5,35,26,3,2,16,14,42,103,0.408,11,33,0.333,11,12,0.917,17,50,27,10,7,10,18,0
ATL,12,15-11-2015,Home,UTA,L,96,97,37,76,0.487,8,22,0.364,14,17,0.824,8,33,26,9,5,15,16,39,76,0.513,7,21,0.333,12,17,0.706,10,40,21,7,7,17,15,0
ATL,13,17-11-2015,Away,BRK,L,88,90,33,76,0.434,12,29,0.414,10,14,0.714,8,44,22,7,7,20,17,37,84,0.44,9,20,0.45,7,13,0.538,9,44,22,14,3,11,14,0
ATL,14,18-11-2015,Home,SAC,W,103,97,38,89,0.427,9,30,0.3,18,24,0.75,12,45,23,9,6,11,15,38,86,0.442,5,16,0.313,16,18,0.889,13,52,26,7,1,20,22,1
ATL,15,21-11-2015,Away,CLE,L,97,109,32,86,0.372,11,28,0.393,22,25,0.88,12,38,22,10,4,12,20,41,85,0.482,11,29,0.379,16,19,0.842,11,51,27,4,8,14,22,0
ATL,16,24-11-2015,Home,BOS,W,121,97,45,80,0.563,12,24,0.5,19,22,0.864,6,43,33,8,7,20,25,34,82,0.415,9,21,0.429,20,26,0.769,10,33,23,14,2,16,19,1
ATL,17,25-11-2015,Away,MIN,L,95,99,31,82,0.378,8,31,0.258,25,35,0.714,15,53,14,10,7,14,20,34,82,0.415,9,21,0.429,22,29,0.759,7,45,22,9,4,11,23,0
ATL,18,27-11-2015,Away,MEM,W,116,101,35,75,0.467,14,39,0.359,32,36,0.889,6,40,25,4,3,10,21,35,80,0.438,12,30,0.4,19,21,0.905,5,37,20,3,1,13,25,1
ATL,19,28-11-2015,Away,SAS,L,88,108,37,87,0.425,6,26,0.231,8,13,0.615,12,43,28,9,5,18,17,40,85,0.471,9,17,0.529,19,20,0.95,12,49,25,11,9,16,14,0
ATL,20,30-11-2015,Home,OKC,W,106,100,39,90,0.433,10,28,0.357,18,20,0.9,14,51,23,9,8,12,15,37,93,0.398,7,19,0.368,19,22,0.864,13,48,19,8,8,11,19,1
ATL,21,02-12-2015,Home,TOR,L,86,96,33,90,0.367,8,27,0.296,12,16,0.75,13,43,22,8,7,12,20,36,79,0.456,6,25,0.24,18,24,0.75,8,50,12,10,5,12,18,0
ATL,22,04-12-2015,Home,LAL,W,100,87,37,74,0.5,10,26,0.385,16,20,0.8,9,43,24,11,9,17,11,32,86,0.372,13,27,0.481,10,13,0.769,15,42,19,10,7,16,14,1
ATL,23,09-12-2015,Away,DAL,W,98,95,39,81,0.481,6,20,0.3,14,18,0.778,6,47,26,7,7,14,19,36,100,0.36,7,31,0.226,16,19,0.842,20,51,18,7,3,9,15,1
ATL,24,10-12-2015,Away,OKC,L,94,107,35,78,0.449,10,28,0.357,14,23,0.609,5,34,21,9,7,9,19,39,80,0.488,9,17,0.529,20,26,0.769,10,52,24,6,2,14,16,0
ATL,25,12-12-2015,Home,SAS,L,78,103,30,80,0.375,5,24,0.208,13,16,0.813,7,33,21,15,3,17,15,36,74,0.486,10,20,0.5,21,22,0.955,6,49,26,11,2,23,16,0
ATL,26,14-12-2015,Home,MIA,L,88,100,33,84,0.393,8,33,0.242,14,15,0.933,7,37,25,7,4,14,21,40,89,0.449,7,16,0.438,13,15,0.867,15,54,26,6,5,15,16,0
ATL,27,16-12-2015,Home,PHI,W,127,106,48,78,0.615,10,21,0.476,21,24,0.875,2,25,32,11,7,12,21,39,75,0.52,12,26,0.462,16,24,0.667,7,32,20,5,2,22,21,1
ATL,28,18-12-2015,Away,BOS,W,109,101,41,88,0.466,4,20,0.2,23,29,0.793,9,42,23,11,4,12,28,34,77,0.442,10,23,0.435,23,31,0.742,6,43,19,5,2,21,25,1
ATL,29,20-12-2015,Away,ORL,W,103,100,39,78,0.5,11,22,0.5,14,20,0.7,8,41,25,6,7,19,21,38,81,0.469,4,12,0.333,20,24,0.833,8,36,27,16,5,13,22,1
ATL,30,21-12-2015,Home,POR,W,106,97,37,77,0.481,9,29,0.31,23,28,0.821,2,31,21,8,1,10,17,38,81,0.469,5,24,0.208,16,22,0.727,14,50,24,5,4,18,20,1
ATL,31,23-12-2015,Home,DET,W,107,100,43,89,0.483,6,20,0.3,15,20,0.75,10,42,25,8,4,13,25,38,89,0.427,7,21,0.333,17,33,0.515,13,46,18,7,9,14,20,1
ATL,32,26-12-2015,Home,NYK,W,117,98,47,88,0.534,8,25,0.32,15,18,0.833,10,37,33,13,4,9,17,39,81,0.481,7,24,0.292,13,17,0.765,12,42,25,6,8,22,15,1
ATL,33,28-12-2015,Away,IND,L,87,93,31,74,0.419,6,25,0.24,19,25,0.76,8,44,16,9,6,20,16,38,87,0.437,7,26,0.269,10,18,0.556,11,40,9,16,3,14,20,0
ATL,34,29-12-2015,Away,HOU,W,121,115,43,99,0.434,14,41,0.341,21,25,0.84,17,45,27,10,7,12,24,39,72,0.542,11,20,0.55,26,39,0.667,7,46,23,6,4,19,21,1
ATL,35,03-01-2016,Away,NYK,L,97,111,37,84,0.44,8,26,0.308,15,20,0.75,8,32,26,11,5,15,14,44,88,0.5,11,26,0.423,12,14,0.857,12,46,27,8,7,16,19,0
ATL,36,05-01-2016,Home,NYK,L,101,107,37,87,0.425,15,39,0.385,12,19,0.632,14,41,22,3,4,13,24,40,84,0.476,5,18,0.278,22,24,0.917,11,46,20,7,6,9,20,0
ATL,37,07-01-2016,Away,PHI,W,126,98,49,92,0.533,13,32,0.406,15,19,0.789,14,48,36,18,6,16,23,39,86,0.453,5,18,0.278,15,25,0.6,14,43,21,9,4,22,17,1
ATL,38,09-01-2016,Home,CHI,W,120,105,49,94,0.521,10,24,0.417,12,15,0.8,8,40,33,15,13,15,22,36,83,0.434,7,18,0.389,26,31,0.839,12,46,16,7,6,21,13,1
ATL,39,13-01-2016,Away,CHO,L,84,107,30,81,0.37,7,25,0.28,17,21,0.81,6,37,17,5,4,16,21,36,82,0.439,13,39,0.333,22,26,0.846,11,54,26,8,9,16,24,0
ATL,40,15-01-2016,Away,MIL,L,101,108,43,100,0.43,9,30,0.3,6,6,1,7,43,29,5,9,17,25,40,96,0.417,3,10,0.3,25,37,0.676,21,60,19,9,13,16,14,0
ATL,41,16-01-2016,Home,BRK,W,114,86,44,79,0.557,8,29,0.276,18,24,0.75,5,40,34,14,5,10,20,34,78,0.436,6,20,0.3,12,19,0.632,7,36,22,5,3,17,17,1
ATL,42,18-01-2016,Home,ORL,W,98,81,41,80,0.513,9,19,0.474,7,10,0.7,4,47,31,9,6,17,20,30,87,0.345,6,22,0.273,15,20,0.75,11,42,21,11,5,13,13,1
ATL,43,20-01-2016,Away,POR,W,104,98,39,87,0.448,10,24,0.417,16,23,0.696,10,43,25,7,3,13,13,41,94,0.436,9,31,0.29,7,11,0.636,13,50,23,5,4,12,18,1
ATL,44,21-01-2016,Away,SAC,L,88,91,35,84,0.417,8,33,0.242,10,15,0.667,7,42,21,15,9,19,19,33,92,0.359,7,24,0.292,18,24,0.75,17,56,24,13,4,19,14,0
ATL,45,23-01-2016,Away,PHO,L,95,98,34,84,0.405,12,34,0.353,15,18,0.833,11,43,23,8,7,16,17,34,85,0.4,10,24,0.417,20,26,0.769,15,52,22,10,6,17,17,0
ATL,46,25-01-2016,Away,DEN,W,119,105,43,86,0.5,9,27,0.333,24,26,0.923,10,42,28,11,3,14,24,33,84,0.393,6,20,0.3,33,37,0.892,12,43,18,10,3,15,18,1
ATL,47,27-01-2016,Home,LAC,L,83,85,33,79,0.418,10,23,0.435,7,14,0.5,8,49,21,6,3,22,17,33,85,0.388,5,27,0.185,14,21,0.667,9,46,18,16,5,11,14,0
ATL,48,28-01-2016,Away,IND,L,92,111,33,83,0.398,7,28,0.25,19,21,0.905,5,32,20,9,4,14,22,38,78,0.487,9,15,0.6,26,30,0.867,10,49,20,10,8,16,17,0
ATL,49,31-01-2016,Away,MIA,L,87,105,27,70,0.386,5,22,0.227,28,32,0.875,2,31,13,10,3,17,23,39,81,0.481,5,20,0.25,22,26,0.846,10,47,21,10,4,18,23,0
ATL,50,01-02-2016,Home,DAL,W,112,97,42,80,0.525,14,35,0.4,14,19,0.737,5,50,29,2,6,15,25,31,85,0.365,7,26,0.269,28,38,0.737,10,37,14,5,2,6,18,1
ATL,51,03-02-2016,Away,PHI,W,124,86,48,92,0.522,10,20,0.5,18,25,0.72,11,52,28,13,7,18,12,35,84,0.417,6,27,0.222,10,14,0.714,6,38,27,7,10,23,20,1
ATL,52,05-02-2016,Home,IND,W,102,96,39,76,0.513,10,27,0.37,14,20,0.7,3,32,29,10,5,15,16,38,91,0.418,13,31,0.419,7,9,0.778,19,53,23,6,4,19,18,1
ATL,53,07-02-2016,Away,ORL,L,94,96,35,91,0.385,13,28,0.464,11,15,0.733,18,50,22,7,7,16,13,39,85,0.459,7,25,0.28,11,12,0.917,8,43,24,9,10,18,13,0
ATL,54,08-02-2016,Home,ORL,L,110,117,43,92,0.467,12,29,0.414,12,20,0.6,8,47,31,9,4,14,20,46,93,0.495,9,29,0.31,16,22,0.727,6,47,37,11,8,13,22,0
ATL,55,10-02-2016,Away,CHI,W,113,90,43,90,0.478,13,33,0.394,14,15,0.933,11,46,25,16,7,12,14,38,86,0.442,5,14,0.357,9,12,0.75,11,45,21,7,3,18,17,1
ATL,56,19-02-2016,Home,MIA,L,111,115,41,87,0.471,16,36,0.444,13,13,1,8,42,27,7,4,21,23,44,88,0.5,8,20,0.4,19,28,0.679,10,46,27,13,1,14,12,0
ATL,57,20-02-2016,Home,MIL,L,109,117,44,106,0.415,9,41,0.22,12,18,0.667,10,49,31,11,8,16,27,46,104,0.442,3,17,0.176,22,32,0.688,17,65,23,12,10,17,21,0
ATL,58,22-02-2016,Home,GSW,L,92,102,36,86,0.419,10,34,0.294,10,16,0.625,8,47,23,7,7,17,17,39,89,0.438,14,45,0.311,10,12,0.833,6,43,30,14,8,13,17,0
ATL,59,26-02-2016,Home,CHI,W,103,88,37,89,0.416,7,34,0.206,22,24,0.917,13,48,28,14,11,11,21,32,88,0.364,5,20,0.25,19,22,0.864,17,49,19,3,2,20,20,1
ATL,60,28-02-2016,Home,CHO,W,87,76,38,77,0.494,8,17,0.471,3,5,0.6,6,48,29,4,5,15,19,27,81,0.333,7,32,0.219,15,23,0.652,10,41,16,7,4,6,12,1
ATL,61,01-03-2016,Away,GSW,L,105,109,37,80,0.463,12,33,0.364,19,24,0.792,7,42,25,9,5,17,17,41,103,0.398,12,36,0.333,15,17,0.882,18,51,28,11,3,11,22,0
ATL,62,04-03-2016,Away,LAL,W,106,77,37,68,0.544,13,28,0.464,19,26,0.731,3,39,31,6,8,10,18,29,85,0.341,5,27,0.185,14,20,0.7,17,46,19,5,1,10,16,1
ATL,63,05-03-2016,Away,LAC,W,107,97,40,89,0.449,10,27,0.37,17,20,0.85,10,53,26,9,3,18,26,34,79,0.43,12,32,0.375,17,28,0.607,6,41,22,10,10,18,20,1
ATL,64,08-03-2016,Away,UTA,W,91,84,38,80,0.475,8,25,0.32,7,14,0.5,4,41,15,9,4,16,19,30,86,0.349,7,26,0.269,17,23,0.739,15,54,16,10,4,20,14,1
ATL,65,10-03-2016,Away,TOR,L,96,104,35,82,0.427,7,23,0.304,19,27,0.704,6,33,17,8,5,11,24,38,82,0.463,7,24,0.292,21,29,0.724,11,48,16,6,3,13,24,0
ATL,66,12-03-2016,Home,MEM,W,95,83,36,84,0.429,11,34,0.324,12,17,0.706,8,47,27,9,12,11,14,33,95,0.347,6,23,0.261,11,14,0.786,20,58,15,10,5,16,14,1
ATL,67,13-03-2016,Home,IND,W,104,75,40,85,0.471,15,30,0.5,9,10,0.9,9,50,27,11,6,15,13,33,87,0.379,5,24,0.208,4,7,0.571,7,38,24,9,5,16,14,1
ATL,68,16-03-2016,Away,DET,W,118,114,39,89,0.438,12,34,0.353,28,34,0.824,8,46,25,10,3,12,26,39,84,0.464,8,25,0.32,28,39,0.718,9,48,23,3,4,13,25,1
ATL,69,17-03-2016,Home,DEN,W,116,98,40,80,0.5,12,26,0.462,24,28,0.857,7,40,32,5,8,12,16,39,87,0.448,6,22,0.273,14,17,0.824,9,39,22,6,4,14,22,1
ATL,70,19-03-2016,Home,HOU,W,109,97,44,88,0.5,14,38,0.368,7,12,0.583,9,40,32,12,6,16,20,33,84,0.393,5,23,0.217,26,31,0.839,15,51,15,11,3,17,17,1
ATL,71,21-03-2016,Home,WAS,L,102,117,38,78,0.487,13,33,0.394,13,17,0.765,2,33,23,5,6,14,15,46,91,0.505,13,25,0.52,12,20,0.6,9,44,27,10,3,9,17,0
ATL,72,23-03-2016,Away,WAS,W,122,101,45,84,0.536,17,42,0.405,15,22,0.682,7,41,32,10,5,16,17,39,92,0.424,12,30,0.4,11,12,0.917,10,43,25,7,2,18,22,1
ATL,73,25-03-2016,Home,MIL,W,101,90,41,97,0.423,5,32,0.156,14,17,0.824,17,45,26,10,6,11,21,35,84,0.417,3,13,0.231,17,26,0.654,16,49,16,4,9,15,16,1
ATL,74,26-03-2016,Away,DET,W,112,95,43,95,0.453,13,34,0.382,13,14,0.929,5,39,34,6,7,4,21,34,88,0.386,7,29,0.241,20,28,0.714,14,53,25,2,4,11,14,1
ATL,75,28-03-2016,Away,CHI,W,102,100,36,85,0.424,5,22,0.227,25,28,0.893,7,48,22,4,13,8,13,40,106,0.377,9,22,0.409,11,15,0.733,18,58,22,4,5,7,17,1
ATL,76,30-03-2016,Away,TOR,L,97,105,37,83,0.446,14,33,0.424,9,13,0.692,11,44,24,3,7,18,19,36,80,0.45,11,23,0.478,22,28,0.786,8,44,26,14,4,11,19,0
ATL,77,01-04-2016,Home,CLE,L,108,110,38,95,0.4,9,30,0.3,23,26,0.885,5,48,25,5,8,15,27,39,98,0.398,12,38,0.316,20,31,0.645,11,57,27,9,6,12,23,0
ATL,78,05-04-2016,Home,PHO,W,103,90,39,95,0.411,11,34,0.324,14,19,0.737,13,50,26,16,3,16,21,30,81,0.37,12,31,0.387,18,30,0.6,11,51,19,13,4,24,19,1
ATL,79,07-04-2016,Home,TOR,W,95,87,33,76,0.434,12,32,0.375,17,21,0.81,5,41,23,4,12,13,19,32,84,0.381,8,21,0.381,15,20,0.75,8,46,16,10,4,11,16,1
ATL,80,09-04-2016,Home,BOS,W,118,107,46,88,0.523,17,33,0.515,9,11,0.818,5,44,31,10,10,17,22,40,90,0.444,11,28,0.393,16,24,0.667,10,40,26,10,6,15,21,1
ATL,81,11-04-2016,Away,CLE,L,94,109,39,87,0.448,8,30,0.267,8,15,0.533,10,42,23,8,6,15,18,40,83,0.482,11,29,0.379,18,20,0.9,9,47,17,9,4,15,14,0
ATL,82,13-04-2016,Away,WAS,L,98,109,32,81,0.395,11,29,0.379,23,31,0.742,9,47,22,13,5,22,21,42,88,0.477,9,28,0.321,16,30,0.533,11,51,25,14,4,19,22,0
BOS,1,28-10-2015,Home,PHI,W,112,95,39,85,0.459,8,24,0.333,26,27,0.963,10,41,31,10,7,17,23,34,83,0.41,7,22,0.318,20,23,0.87,14,46,12,11,6,22,22,1
BOS,2,30-10-2015,Home,TOR,L,103,113,32,85,0.376,7,26,0.269,32,41,0.78,7,38,23,14,3,17,28,36,82,0.439,11,26,0.423,30,35,0.857,9,53,23,11,3,21,33,0
BOS,3,01-11-2015,Home,SAS,L,87,95,35,98,0.357,6,29,0.207,11,14,0.786,16,45,21,10,5,16,23,36,83,0.434,5,19,0.263,18,25,0.72,10,51,22,10,6,18,16,0
BOS,4,04-11-2015,Away,IND,L,98,100,35,83,0.422,10,27,0.37,18,22,0.818,15,49,20,7,5,19,22,35,91,0.385,8,23,0.348,22,29,0.759,21,53,18,10,1,14,20,0
BOS,5,06-11-2015,Home,WAS,W,118,98,44,97,0.454,12,30,0.4,18,23,0.783,15,53,24,18,5,17,21,36,88,0.409,8,25,0.32,18,23,0.783,10,45,23,10,8,24,27,1
BOS,6,10-11-2015,Away,MIL,W,99,83,38,86,0.442,7,30,0.233,16,19,0.842,14,45,21,11,6,12,18,30,73,0.411,6,17,0.353,17,23,0.739,9,41,14,10,2,17,18,1
BOS,7,11-11-2015,Home,IND,L,91,102,32,77,0.416,4,24,0.167,23,32,0.719,8,36,18,10,3,18,26,38,79,0.481,6,17,0.353,20,31,0.645,10,41,20,9,6,18,28,0
BOS,8,13-11-2015,Home,ATL,W,106,93,42,103,0.408,11,33,0.333,11,12,0.917,17,50,27,10,7,10,18,36,76,0.474,6,20,0.3,15,20,0.75,5,35,26,3,2,16,14,1
BOS,9,15-11-2015,Away,OKC,W,100,85,39,82,0.476,9,23,0.391,13,20,0.65,12,47,25,12,7,18,26,28,77,0.364,6,25,0.24,23,29,0.793,10,34,18,10,6,18,20,1
BOS,10,16-11-2015,Away,HOU,W,111,95,44,93,0.473,11,36,0.306,12,17,0.706,16,49,27,16,3,19,22,36,85,0.424,11,32,0.344,12,23,0.522,14,46,23,10,6,22,20,1
BOS,11,18-11-2015,Home,DAL,L,102,106,38,92,0.413,8,26,0.308,18,24,0.75,14,43,22,12,1,14,28,37,72,0.514,7,20,0.35,25,35,0.714,7,39,22,7,7,17,22,0
BOS,12,20-11-2015,Home,BRK,W,120,95,51,87,0.586,10,29,0.345,8,10,0.8,7,41,39,10,4,16,19,35,89,0.393,8,19,0.421,17,24,0.708,14,44,17,10,0,19,13,1
BOS,13,22-11-2015,Away,BRK,L,101,111,35,82,0.427,14,37,0.378,17,21,0.81,10,35,19,9,2,17,28,40,79,0.506,5,15,0.333,26,33,0.788,14,49,18,11,4,14,20,0
BOS,14,24-11-2015,Away,ATL,L,97,121,34,82,0.415,9,21,0.429,20,26,0.769,10,33,23,14,2,16,19,45,80,0.563,12,24,0.5,19,22,0.864,6,43,33,8,7,20,25,0
BOS,15,25-11-2015,Home,PHI,W,84,80,31,91,0.341,9,29,0.31,13,18,0.722,11,54,18,7,6,16,12,31,83,0.373,7,27,0.259,11,15,0.733,7,50,12,11,14,18,21,1
BOS,16,27-11-2015,Home,WAS,W,111,78,42,97,0.433,12,33,0.364,15,19,0.789,19,58,28,11,7,15,15,27,84,0.321,5,18,0.278,19,22,0.864,13,46,16,7,4,22,19,1
BOS,17,29-11-2015,Away,ORL,L,91,110,36,88,0.409,5,27,0.185,14,20,0.7,9,34,28,7,6,11,16,45,93,0.484,9,25,0.36,11,16,0.688,17,54,24,6,7,13,20,0
BOS,18,30-11-2015,Away,MIA,W,105,95,38,80,0.475,8,20,0.4,21,25,0.84,12,40,23,15,3,15,21,36,75,0.48,5,17,0.294,18,24,0.75,11,38,21,9,6,18,19,1
BOS,19,03-12-2015,Away,SAC,W,114,97,40,84,0.476,14,33,0.424,20,24,0.833,6,40,34,14,5,16,32,29,77,0.377,7,21,0.333,32,41,0.78,9,46,21,8,4,19,20,1
BOS,20,05-12-2015,Away,SAS,L,105,108,39,86,0.453,12,29,0.414,15,22,0.682,11,39,22,9,3,14,22,44,83,0.53,5,17,0.294,15,22,0.682,11,47,26,3,3,14,22,0
BOS,21,07-12-2015,Away,NOP,W,111,93,40,81,0.494,12,28,0.429,19,24,0.792,10,46,24,8,8,17,18,37,90,0.411,4,13,0.308,15,18,0.833,13,44,21,8,6,14,17,1
BOS,22,09-12-2015,Home,CHI,W,105,100,38,92,0.413,5,23,0.217,24,28,0.857,13,45,22,10,4,12,22,39,91,0.429,6,21,0.286,16,23,0.696,15,50,22,7,5,16,18,1
BOS,23,11-12-2015,Home,GSW,L,119,124,49,114,0.43,12,33,0.364,9,16,0.563,11,51,32,7,9,15,30,42,107,0.393,9,31,0.29,31,39,0.795,17,67,28,10,11,18,22,0
BOS,24,12-12-2015,Away,CHO,W,98,93,40,96,0.417,9,25,0.36,9,10,0.9,3,42,26,5,5,5,13,36,88,0.409,11,35,0.314,10,10,1,7,52,17,1,5,11,12,1
BOS,25,15-12-2015,Home,CLE,L,77,89,28,87,0.322,9,32,0.281,12,14,0.857,12,41,18,6,6,10,11,36,78,0.462,8,23,0.348,9,10,0.9,6,46,17,5,7,14,17,0
BOS,26,16-12-2015,Away,DET,L,116,119,43,89,0.483,10,25,0.4,20,24,0.833,10,44,17,4,2,18,35,38,78,0.487,11,21,0.524,32,43,0.744,7,36,13,5,4,11,22,0
BOS,27,18-12-2015,Home,ATL,L,101,109,34,77,0.442,10,23,0.435,23,31,0.742,6,43,19,5,2,21,25,41,88,0.466,4,20,0.2,23,29,0.793,9,42,23,11,4,12,28,0
BOS,28,21-12-2015,Home,MIN,W,113,99,46,89,0.517,12,25,0.48,9,16,0.563,12,50,34,6,9,16,22,36,79,0.456,2,13,0.154,25,32,0.781,6,36,20,9,6,12,19,1
