Team,Game,Date,Home,Opponent,WINorLOSS,TeamPoints,OpponentPoints,FieldGoals,FieldGoalsAttempted,FieldGoals.,X3PointShots,X3PointShotsAttempted,X3PointShots.,FreeThrows,FreeThrowsAttempted,FreeThrows.,OffRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,TotalFouls,Opp.FieldGoals,Opp.FieldGoalsAttempted,Opp.FieldGoals.,Opp.3PointShots,Opp.3PointShotsAttempted,Opp.3PointShots.,Opp.FreeThrows,Opp.FreeThrowsAttempted,Opp.FreeThrows.,Opp.OffRebounds,Opp.TotalRebounds,Opp.Assists,Opp.Steals,Opp.Blocks,Opp.Turnovers,Opp.TotalFouls,GameResult
PHI,60,01-03-2018,Away,CLE,W,108,97,40,90,0.444,10,30,0.333,18,27,0.667,14,54,22,4,5,9,20,36,87,0.414,9,32,0.281,16,23,0.696,10,45,23,4,6,9,21,1
PHI,61,02-03-2018,Home,CHO,W,110,99,41,81,0.506,9,24,0.375,19,25,0.76,7,46,27,4,5,11,22,34,81,0.42,11,24,0.458,20,32,0.625,7,39,21,7,0,10,25,1
PHI,62,04-03-2018,Away,MIL,L,110,118,39,70,0.557,14,28,0.5,18,22,0.818,6,32,26,4,9,26,24,47,95,0.495,10,23,0.435,14,22,0.636,16,38,27,15,4,13,24,0
PHI,63,06-03-2018,Away,CHO,W,128,114,50,87,0.575,16,33,0.485,12,15,0.8,10,44,35,6,4,14,20,40,80,0.5,11,29,0.379,23,31,0.742,8,33,26,7,5,10,12,1
PHI,64,08-03-2018,Away,MIA,L,99,108,34,86,0.395,15,37,0.405,16,21,0.762,9,46,28,9,4,18,20,42,89,0.472,14,26,0.538,10,18,0.556,6,49,26,10,8,14,20,0
PHI,65,11-03-2018,Away,BRK,W,120,97,50,95,0.526,9,26,0.346,11,18,0.611,12,48,33,12,7,9,19,33,85,0.388,10,28,0.357,21,24,0.875,13,42,17,5,5,18,19,1
PHI,66,13-03-2018,Home,IND,L,98,101,35,75,0.467,10,30,0.333,18,22,0.818,7,48,24,3,7,21,25,38,95,0.4,5,24,0.208,20,25,0.8,14,45,20,13,2,9,23,0
PHI,67,15-03-2018,Away,NYK,W,118,110,41,91,0.451,15,37,0.405,21,34,0.618,19,53,29,8,3,14,21,45,87,0.517,5,20,0.25,15,24,0.625,8,44,26,8,4,12,25,1
PHI,68,16-03-2018,Home,BRK,W,120,116,43,95,0.453,12,27,0.444,22,26,0.846,13,42,30,9,3,5,21,40,89,0.449,15,30,0.5,21,27,0.778,11,47,25,4,5,12,22,1
PHI,69,19-03-2018,Home,CHO,W,108,94,42,93,0.452,18,44,0.409,6,8,0.75,17,60,30,5,6,15,22,32,84,0.381,6,22,0.273,24,30,0.8,6,39,16,8,4,9,12,1
PHI,70,21-03-2018,Home,MEM,W,119,105,46,84,0.548,11,31,0.355,16,20,0.8,4,38,32,8,4,14,21,40,99,0.404,9,27,0.333,16,20,0.8,15,47,25,6,2,13,20,1
PHI,71,22-03-2018,Away,ORL,W,118,98,42,89,0.472,15,37,0.405,19,24,0.792,11,56,30,7,5,16,15,37,91,0.407,10,33,0.303,14,22,0.636,7,40,26,10,3,10,19,1
PHI,72,24-03-2018,Home,MIN,W,120,108,42,88,0.477,13,37,0.351,23,36,0.639,7,51,33,9,10,15,29,37,96,0.385,6,23,0.261,28,38,0.737,13,53,19,7,3,14,27,1
PHI,73,26-03-2018,Home,DEN,W,123,104,46,91,0.505,13,29,0.448,18,25,0.72,14,53,35,6,6,17,28,36,84,0.429,11,32,0.344,21,34,0.618,9,37,27,10,7,15,21,1
PHI,74,28-03-2018,Home,NYK,W,118,101,45,98,0.459,9,31,0.29,19,27,0.704,14,58,34,9,3,12,19,36,94,0.383,9,31,0.29,20,26,0.769,10,46,20,4,5,16,22,1
PHI,75,30-03-2018,Away,ATL,W,101,91,42,95,0.442,8,38,0.211,9,13,0.692,9,53,34,10,6,15,18,36,101,0.356,9,39,0.231,10,15,0.667,15,59,24,9,4,16,14,1
PHI,76,01-04-2018,Away,CHO,W,119,102,48,94,0.511,14,32,0.438,9,10,0.9,7,44,36,15,5,14,24,33,82,0.402,9,30,0.3,27,34,0.794,9,40,17,8,7,16,13,1
PHI,77,03-04-2018,Home,BRK,W,121,95,50,91,0.549,9,21,0.429,12,18,0.667,7,55,28,10,10,10,22,34,81,0.42,17,42,0.405,10,23,0.435,3,36,20,5,6,18,15,1
PHI,78,04-04-2018,Away,DET,W,115,108,44,89,0.494,13,30,0.433,14,19,0.737,7,44,32,11,3,13,17,39,88,0.443,16,36,0.444,14,23,0.609,9,42,30,4,5,17,19,1
PHI,79,06-04-2018,Home,CLE,W,132,130,50,101,0.495,14,39,0.359,18,21,0.857,11,44,35,11,7,12,23,45,87,0.517,16,34,0.471,24,33,0.727,8,41,24,6,2,15,20,1
PHI,80,08-04-2018,Home,DAL,W,109,97,46,91,0.505,8,27,0.296,9,14,0.643,9,52,32,9,4,10,19,40,94,0.426,11,40,0.275,6,13,0.462,10,43,24,6,6,11,9,1
PHI,81,10-04-2018,Away,ATL,W,121,113,43,87,0.494,17,37,0.459,18,30,0.6,11,54,29,7,8,18,22,41,98,0.418,13,37,0.351,18,26,0.692,8,39,27,10,3,10,24,1
PHI,82,11-04-2018,Home,MIL,W,130,95,52,105,0.495,15,36,0.417,11,15,0.733,17,57,35,15,7,12,17,37,90,0.411,7,25,0.28,14,16,0.875,10,43,22,6,5,20,17,1
PHO,1,18-10-2017,Home,POR,L,76,124,28,89,0.315,7,27,0.259,13,18,0.722,10,33,10,9,8,16,22,44,90,0.489,14,24,0.583,22,28,0.786,15,57,22,8,7,16,20,0
PHO,2,20-10-2017,Home,LAL,L,130,132,45,92,0.489,14,29,0.483,26,38,0.684,10,50,17,8,9,19,25,48,93,0.516,12,26,0.462,24,33,0.727,5,42,22,8,3,18,31,0
PHO,3,21-10-2017,Away,LAC,L,88,130,27,71,0.38,6,24,0.25,28,38,0.737,4,36,19,8,3,19,27,48,88,0.545,12,26,0.462,22,30,0.733,10,52,26,11,2,12,32,0
PHO,4,23-10-2017,Home,SAC,W,117,115,42,77,0.545,10,30,0.333,23,27,0.852,6,45,20,6,5,20,25,43,99,0.434,9,22,0.409,20,29,0.69,13,37,19,13,2,9,25,1
PHO,5,25-10-2017,Home,UTA,W,97,88,42,96,0.438,6,19,0.316,7,9,0.778,16,55,18,8,5,16,25,32,77,0.416,6,25,0.24,18,25,0.72,7,44,20,8,10,23,19,1
PHO,6,28-10-2017,Away,POR,L,107,114,37,87,0.425,9,26,0.346,24,30,0.8,12,46,21,12,7,17,23,40,91,0.44,11,26,0.423,23,28,0.821,12,53,27,8,7,14,26,0
PHO,7,31-10-2017,Away,BRK,W,122,114,45,96,0.469,10,22,0.455,22,24,0.917,10,66,18,5,5,18,26,42,102,0.412,9,31,0.29,21,30,0.7,7,44,15,9,4,7,22,1
PHO,8,01-11-2017,Away,WAS,W,122,116,41,83,0.494,9,24,0.375,31,38,0.816,11,45,23,5,5,9,24,41,92,0.446,10,30,0.333,24,30,0.8,15,45,20,5,4,12,28,1
PHO,9,03-11-2017,Away,NYK,L,107,120,34,97,0.351,9,32,0.281,30,37,0.811,20,47,17,7,3,10,25,45,87,0.517,8,26,0.308,22,25,0.88,9,49,24,5,7,12,24,0
PHO,10,05-11-2017,Away,SAS,L,95,112,37,81,0.457,8,23,0.348,13,22,0.591,11,45,23,5,4,18,16,44,88,0.5,11,22,0.5,13,18,0.722,8,43,21,9,4,9,19,0
PHO,11,06-11-2017,Home,BRK,L,92,98,30,86,0.349,6,25,0.24,26,35,0.743,14,52,13,8,7,17,29,35,87,0.402,8,32,0.25,20,29,0.69,11,48,20,10,4,16,30,0
PHO,12,08-11-2017,Home,MIA,L,115,126,40,88,0.455,12,29,0.414,23,30,0.767,6,34,20,4,2,11,29,43,81,0.531,12,30,0.4,28,35,0.8,11,53,21,5,4,14,25,0
PHO,13,10-11-2017,Home,ORL,L,112,128,44,94,0.468,5,24,0.208,19,25,0.76,12,40,13,8,5,15,29,43,82,0.524,13,28,0.464,29,43,0.674,7,44,29,8,5,18,20,0
PHO,14,11-11-2017,Home,MIN,W,118,110,46,86,0.535,10,26,0.385,16,24,0.667,7,46,21,4,10,18,25,39,96,0.406,4,20,0.2,28,35,0.8,19,47,16,12,4,11,21,1
PHO,15,13-11-2017,Home,LAL,L,93,100,37,95,0.389,7,26,0.269,12,20,0.6,11,54,15,6,4,15,17,39,92,0.424,14,33,0.424,8,13,0.615,9,53,17,6,6,16,20,0
PHO,16,16-11-2017,Home,HOU,L,116,142,47,104,0.452,10,30,0.333,12,21,0.571,16,47,28,9,5,14,22,43,90,0.478,21,44,0.477,35,38,0.921,12,51,27,9,9,14,20,0
PHO,17,17-11-2017,Away,LAL,W,122,113,48,103,0.466,13,32,0.406,13,19,0.684,9,44,28,10,5,13,22,45,91,0.495,7,25,0.28,16,24,0.667,9,49,26,7,10,19,20,1
PHO,18,19-11-2017,Home,CHI,W,113,105,45,89,0.506,7,27,0.259,16,22,0.727,9,48,32,5,4,12,16,42,101,0.416,12,36,0.333,9,14,0.643,12,47,20,5,1,11,21,1
PHO,19,22-11-2017,Home,MIL,L,107,113,37,93,0.398,7,22,0.318,26,33,0.788,22,60,15,7,9,29,26,42,97,0.433,8,29,0.276,21,31,0.677,13,42,19,16,6,14,30,0
PHO,20,24-11-2017,Home,NOP,L,91,115,37,94,0.394,2,20,0.1,15,18,0.833,15,48,12,9,6,16,18,45,91,0.495,9,27,0.333,16,22,0.727,13,49,29,10,4,15,18,0
PHO,21,26-11-2017,Away,MIN,L,108,119,43,85,0.506,13,26,0.5,9,12,0.75,11,37,25,6,1,15,20,49,93,0.527,9,21,0.429,12,17,0.706,19,48,24,12,5,10,14,0
PHO,22,28-11-2017,Away,CHI,W,104,99,38,87,0.437,11,30,0.367,17,23,0.739,13,57,25,4,4,15,12,38,94,0.404,16,40,0.4,7,10,0.7,9,41,27,11,7,9,20,1
PHO,23,29-11-2017,Away,DET,L,107,131,39,84,0.464,7,22,0.318,22,28,0.786,8,37,21,11,4,19,19,51,89,0.573,13,28,0.464,16,21,0.762,5,44,31,11,6,19,22,0
PHO,24,02-12-2017,Away,BOS,L,111,116,48,101,0.475,7,24,0.292,8,11,0.727,16,47,24,8,1,10,19,42,80,0.525,14,31,0.452,18,23,0.783,4,31,32,8,6,9,16,0
PHO,25,04-12-2017,Away,PHI,W,115,101,44,91,0.484,10,22,0.455,17,22,0.773,15,46,25,10,9,11,14,39,91,0.429,7,30,0.233,16,16,1,13,47,23,9,6,14,22,1
PHO,26,05-12-2017,Away,TOR,L,113,126,37,75,0.493,9,24,0.375,30,38,0.789,0,35,23,7,4,17,24,44,92,0.478,15,36,0.417,23,26,0.885,8,42,30,13,4,15,28,0
PHO,27,07-12-2017,Home,WAS,L,99,109,36,78,0.462,7,23,0.304,20,28,0.714,10,42,22,5,5,13,21,41,81,0.506,8,21,0.381,19,25,0.76,8,38,25,6,4,10,23,0
PHO,28,09-12-2017,Home,SAS,L,101,104,35,80,0.438,7,25,0.28,24,30,0.8,10,40,11,4,1,10,21,40,87,0.46,6,19,0.316,18,25,0.72,18,52,18,5,6,15,23,0
PHO,29,12-12-2017,Away,SAC,L,92,99,37,90,0.411,7,32,0.219,11,14,0.786,13,45,22,5,4,12,18,38,89,0.427,7,22,0.318,16,22,0.727,11,45,21,9,3,9,18,0
PHO,30,13-12-2017,Home,TOR,L,109,115,37,83,0.446,8,24,0.333,27,34,0.794,10,41,20,3,9,11,24,40,92,0.435,9,26,0.346,26,31,0.839,8,45,16,7,3,6,25,0
PHO,31,16-12-2017,Away,MIN,W,108,106,33,72,0.458,11,24,0.458,31,35,0.886,13,52,22,4,3,23,21,40,95,0.421,9,27,0.333,17,24,0.708,10,31,21,14,8,6,19,1
PHO,32,18-12-2017,Away,DAL,W,97,91,35,79,0.443,10,25,0.4,17,22,0.773,7,49,17,9,6,18,25,32,88,0.364,11,37,0.297,16,17,0.941,8,42,21,10,5,15,18,1
PHO,33,20-12-2017,Away,LAC,L,95,108,35,97,0.361,8,35,0.229,17,19,0.895,14,50,22,3,3,10,25,41,87,0.471,10,30,0.333,16,24,0.667,9,50,22,1,4,9,19,0
PHO,34,21-12-2017,Home,MEM,W,97,95,33,81,0.407,10,26,0.385,21,27,0.778,12,44,21,4,1,10,17,39,90,0.433,5,26,0.192,12,16,0.75,15,50,15,5,7,9,22,1
PHO,35,23-12-2017,Home,MIN,L,106,115,40,86,0.465,11,32,0.344,15,24,0.625,9,36,24,5,4,13,22,42,84,0.5,6,16,0.375,25,29,0.862,13,47,18,6,6,14,21,0
PHO,36,26-12-2017,Home,MEM,W,99,97,32,72,0.444,8,22,0.364,27,35,0.771,6,41,24,5,5,19,29,35,87,0.402,3,20,0.15,24,29,0.828,10,38,12,10,11,10,28,1
PHO,37,29-12-2017,Away,SAC,W,111,101,41,85,0.482,13,30,0.433,16,24,0.667,16,47,26,5,5,10,19,37,80,0.463,8,23,0.348,19,23,0.826,8,37,23,6,2,9,23,1
PHO,38,31-12-2017,Home,PHI,L,110,123,37,88,0.42,10,27,0.37,26,34,0.765,12,35,18,9,4,16,29,43,77,0.558,10,24,0.417,27,34,0.794,11,44,24,11,7,21,32,0
PHO,39,02-01-2018,Home,ATL,W,104,103,39,77,0.506,7,22,0.318,19,27,0.704,11,47,24,7,4,21,22,36,87,0.414,10,31,0.323,21,25,0.84,17,40,18,11,3,16,22,1
PHO,40,03-01-2018,Away,DEN,L,111,134,39,92,0.424,13,35,0.371,20,28,0.714,14,35,26,12,1,12,18,51,82,0.622,12,27,0.444,20,22,0.909,8,48,35,8,9,20,16,0
PHO,41,05-01-2018,Away,SAS,L,89,103,35,83,0.422,7,30,0.233,12,18,0.667,9,46,22,11,2,23,23,41,87,0.471,11,30,0.367,10,18,0.556,7,44,21,15,6,15,16,0
PHO,42,07-01-2018,Home,OKC,W,114,100,39,88,0.443,17,39,0.436,19,23,0.826,12,43,24,6,6,7,19,40,86,0.465,8,27,0.296,12,21,0.571,8,42,23,7,7,11,17,1
PHO,43,12-01-2018,Home,HOU,L,95,112,37,80,0.463,14,33,0.424,7,9,0.778,4,38,27,5,3,19,19,39,94,0.415,15,47,0.319,19,22,0.864,14,53,18,11,4,11,14,0
PHO,44,14-01-2018,Home,IND,L,97,120,35,85,0.412,9,37,0.243,18,24,0.75,14,45,20,2,1,12,16,48,88,0.545,11,23,0.478,13,14,0.929,8,42,20,9,1,6,22,0
PHO,45,16-01-2018,Away,POR,L,111,118,37,89,0.416,16,41,0.39,21,22,0.955,12,43,21,6,3,13,15,46,91,0.505,17,35,0.486,9,10,0.9,9,43,21,7,6,9,16,0
PHO,46,19-01-2018,Away,DEN,W,108,100,40,81,0.494,14,33,0.424,14,20,0.7,4,37,28,9,6,11,21,35,78,0.449,14,36,0.389,16,21,0.762,7,42,23,7,5,16,20,1
PHO,47,22-01-2018,Away,MIL,L,105,109,39,79,0.494,9,26,0.346,18,20,0.9,9,34,31,12,2,21,26,38,71,0.535,5,17,0.294,28,37,0.757,8,32,20,14,5,17,22,0
PHO,48,24-01-2018,Away,IND,L,101,116,35,84,0.417,9,35,0.257,22,29,0.759,10,42,22,3,2,16,26,45,80,0.563,9,24,0.375,17,25,0.68,3,39,32,11,3,12,24,0
PHO,49,26-01-2018,Home,NYK,L,85,107,33,94,0.351,11,33,0.333,8,13,0.615,12,42,15,6,3,14,24,41,85,0.482,9,25,0.36,16,22,0.727,10,49,25,7,10,16,20,0
PHO,50,28-01-2018,Away,HOU,L,102,113,36,85,0.424,8,33,0.242,22,26,0.846,7,43,17,7,2,12,29,32,72,0.444,11,37,0.297,38,49,0.776,5,43,17,8,2,12,21,0
PHO,51,29-01-2018,Away,MEM,L,109,120,38,82,0.463,7,23,0.304,26,36,0.722,15,37,20,11,2,19,20,47,83,0.566,11,22,0.5,15,18,0.833,12,38,29,7,9,20,27,0
PHO,52,31-01-2018,Home,DAL,W,102,88,40,83,0.482,11,30,0.367,11,15,0.733,8,47,23,9,3,17,29,32,88,0.364,10,36,0.278,14,26,0.538,15,49,18,11,4,12,18,1
PHO,53,02-02-2018,Home,UTA,L,97,129,36,87,0.414,9,33,0.273,16,19,0.842,6,32,19,7,5,12,25,51,90,0.567,15,29,0.517,12,17,0.706,9,51,30,7,6,11,21,0
PHO,54,04-02-2018,Home,CHO,L,110,115,41,77,0.532,15,29,0.517,13,13,1,2,39,24,4,4,19,25,40,96,0.417,10,38,0.263,25,29,0.862,13,43,24,12,6,8,17,0
PHO,55,06-02-2018,Away,LAL,L,93,112,36,94,0.383,8,29,0.276,13,23,0.565,16,48,24,4,4,11,18,39,83,0.47,11,26,0.423,23,26,0.885,12,56,19,7,7,14,21,0
PHO,56,07-02-2018,Home,SAS,L,81,129,33,97,0.34,3,32,0.094,12,18,0.667,11,44,15,8,4,11,23,46,93,0.495,16,32,0.5,21,27,0.778,14,62,26,6,6,12,17,0
PHO,57,10-02-2018,Home,DEN,L,113,123,46,84,0.548,7,19,0.368,14,25,0.56,8,36,24,7,9,15,24,45,88,0.511,13,29,0.448,20,22,0.909,6,37,20,10,5,13,23,0
PHO,58,12-02-2018,Away,GSW,L,83,129,33,95,0.347,3,23,0.13,14,22,0.636,15,47,13,2,3,15,17,52,89,0.584,11,26,0.423,14,21,0.667,7,49,36,8,16,11,18,0
PHO,59,14-02-2018,Away,UTA,L,97,107,34,79,0.43,12,29,0.414,17,24,0.708,5,41,19,5,6,12,25,39,92,0.424,10,34,0.294,19,22,0.864,14,54,22,6,3,8,17,0
PHO,60,23-02-2018,Home,LAC,L,117,128,45,103,0.437,9,31,0.29,18,31,0.581,16,48,22,12,5,10,25,45,87,0.517,14,32,0.438,24,32,0.75,8,51,23,5,8,16,26,0
PHO,61,24-02-2018,Home,POR,L,104,106,39,87,0.448,11,26,0.423,15,21,0.714,6,51,23,5,10,13,24,39,99,0.394,6,30,0.2,22,30,0.733,12,48,15,6,7,6,19,0
PHO,62,26-02-2018,Away,NOP,L,116,125,42,97,0.433,7,24,0.292,25,32,0.781,14,51,23,9,5,14,33,43,91,0.473,8,28,0.286,31,40,0.775,9,46,30,7,8,14,22,0
PHO,63,28-02-2018,Away,MEM,W,110,102,38,83,0.458,6,21,0.286,28,38,0.737,8,47,19,12,6,16,28,33,87,0.379,13,31,0.419,23,28,0.821,11,48,23,8,8,20,29,1
PHO,64,02-03-2018,Home,OKC,L,116,124,46,96,0.479,11,25,0.44,13,18,0.722,13,44,26,5,12,13,25,46,96,0.479,11,34,0.324,21,29,0.724,16,48,22,5,11,11,20,0
PHO,65,04-03-2018,Away,ATL,L,112,113,46,92,0.5,11,26,0.423,9,15,0.6,5,41,33,6,6,14,19,43,94,0.457,17,33,0.515,10,12,0.833,9,49,23,7,5,16,18,0
PHO,66,05-03-2018,Away,MIA,L,103,125,42,87,0.483,10,24,0.417,9,18,0.5,12,40,21,3,2,17,20,47,92,0.511,12,36,0.333,19,23,0.826,16,51,33,12,6,10,14,0
PHO,67,08-03-2018,Away,OKC,L,87,115,31,92,0.337,9,37,0.243,16,18,0.889,7,43,15,9,4,13,25,42,80,0.525,13,33,0.394,18,27,0.667,6,49,21,6,11,18,20,0
PHO,68,10-03-2018,Away,CHO,L,115,122,42,83,0.506,18,32,0.563,13,19,0.684,5,35,27,9,3,14,25,44,87,0.506,13,32,0.406,21,27,0.778,7,41,24,11,5,12,18,0
PHO,69,13-03-2018,Home,CLE,L,107,129,38,98,0.388,6,32,0.188,25,30,0.833,11,47,17,10,2,18,21,43,87,0.494,17,35,0.486,26,30,0.867,5,44,25,12,9,19,25,0
PHO,70,15-03-2018,Away,UTA,L,88,116,32,83,0.386,7,16,0.438,17,24,0.708,9,51,14,4,4,22,25,42,97,0.433,12,36,0.333,20,32,0.625,14,53,29,12,8,7,20,0
PHO,71,17-03-2018,Home,GSW,L,109,124,39,82,0.476,11,24,0.458,20,29,0.69,9,42,22,8,5,19,19,50,95,0.526,13,31,0.419,11,14,0.786,9,43,29,8,9,13,21,0
PHO,72,20-03-2018,Home,DET,L,88,115,34,90,0.378,7,34,0.206,13,20,0.65,12,49,22,1,8,19,16,43,97,0.443,15,36,0.417,14,16,0.875,12,50,22,12,14,8,16,0
PHO,73,23-03-2018,Away,CLE,L,95,120,38,87,0.437,7,28,0.25,12,20,0.6,7,36,24,9,4,17,23,47,95,0.495,8,29,0.276,18,24,0.75,15,54,23,9,4,14,14,0
PHO,74,24-03-2018,Away,ORL,L,99,105,36,89,0.404,7,29,0.241,20,26,0.769,10,41,21,14,2,14,22,37,84,0.44,11,30,0.367,20,27,0.741,14,54,29,9,8,19,18,0
PHO,75,26-03-2018,Home,BOS,L,94,102,36,81,0.444,12,35,0.343,10,19,0.526,11,47,18,8,5,15,18,37,87,0.425,14,29,0.483,14,14,1,10,44,24,10,3,12,19,0
PHO,76,28-03-2018,Home,LAC,L,99,111,38,88,0.432,10,34,0.294,13,18,0.722,9,39,17,13,4,14,20,43,80,0.538,8,17,0.471,17,25,0.68,11,51,26,7,4,21,17,0
PHO,77,30-03-2018,Away,HOU,L,103,104,41,84,0.488,12,32,0.375,9,13,0.692,8,46,23,8,5,17,21,35,81,0.432,14,38,0.368,20,29,0.69,8,39,22,9,7,10,12,0
PHO,78,01-04-2018,Away,GSW,L,107,117,41,90,0.456,11,31,0.355,14,16,0.875,9,42,26,8,4,15,12,48,89,0.539,13,28,0.464,8,9,0.889,7,45,31,10,7,14,14,0
PHO,79,03-04-2018,Home,SAC,W,97,94,35,77,0.455,6,17,0.353,21,33,0.636,6,52,18,6,5,14,22,33,89,0.371,11,27,0.407,17,23,0.739,10,40,20,5,5,10,24,1
PHO,80,06-04-2018,Home,NOP,L,103,122,37,94,0.394,9,33,0.273,20,26,0.769,12,48,20,8,4,14,18,45,99,0.455,16,38,0.421,16,20,0.8,13,55,29,9,7,15,22,0
PHO,81,08-04-2018,Home,GSW,L,100,117,39,92,0.424,10,35,0.286,12,16,0.75,8,44,24,4,0,13,16,47,90,0.522,13,32,0.406,10,15,0.667,5,41,27,9,7,11,15,0
PHO,82,10-04-2018,Away,DAL,W,124,97,48,76,0.632,13,26,0.5,15,21,0.714,5,45,35,6,5,14,16,37,96,0.385,8,33,0.242,15,22,0.682,18,40,20,8,1,9,19,1
POR,1,18-10-2017,Away,PHO,W,124,76,44,90,0.489,14,24,0.583,22,28,0.786,15,57,22,8,7,16,20,28,89,0.315,7,27,0.259,13,18,0.722,10,33,10,9,8,16,22,1
POR,2,20-10-2017,Away,IND,W,114,96,46,95,0.484,9,19,0.474,13,17,0.765,11,51,19,5,6,9,26,35,78,0.449,4,18,0.222,22,33,0.667,6,39,15,1,4,12,17,1
POR,3,21-10-2017,Away,MIL,L,110,113,34,81,0.42,11,28,0.393,31,35,0.886,13,42,18,10,6,16,22,42,80,0.525,7,18,0.389,22,30,0.733,7,35,22,9,8,14,23,0
POR,4,24-10-2017,Home,NOP,W,103,93,33,88,0.375,10,29,0.345,27,33,0.818,18,63,17,7,7,18,22,30,76,0.395,9,30,0.3,24,32,0.75,4,42,17,5,7,17,26,1
POR,5,26-10-2017,Home,LAC,L,103,104,35,89,0.393,14,31,0.452,19,22,0.864,16,44,19,5,4,9,26,36,77,0.468,9,28,0.321,23,36,0.639,14,46,11,4,5,11,19,0
POR,6,28-10-2017,Home,PHO,W,114,107,40,91,0.44,11,26,0.423,23,28,0.821,12,53,27,8,7,14,26,37,87,0.425,9,26,0.346,24,30,0.8,12,46,21,12,7,17,23,1
POR,7,30-10-2017,Home,TOR,L,85,99,31,80,0.388,8,26,0.308,15,19,0.789,6,38,13,5,7,13,15,39,87,0.448,8,24,0.333,13,17,0.765,8,47,17,10,9,9,14,0
POR,8,01-11-2017,Away,UTA,L,103,112,37,93,0.398,9,34,0.265,20,27,0.741,11,53,17,8,8,17,25,34,90,0.378,13,29,0.448,31,36,0.861,10,55,16,9,8,14,21,0
POR,9,02-11-2017,Home,LAL,W,113,110,40,86,0.465,9,22,0.409,24,27,0.889,10,41,22,7,4,12,21,43,79,0.544,4,18,0.222,20,27,0.741,2,32,16,8,8,11,20,1
POR,10,05-11-2017,Home,OKC,W,103,99,37,74,0.5,7,20,0.35,22,28,0.786,7,44,20,6,7,21,20,40,89,0.449,11,33,0.333,8,15,0.533,6,32,17,11,2,11,27,1
POR,11,07-11-2017,Home,MEM,L,97,98,36,81,0.444,6,19,0.316,19,20,0.95,10,42,11,9,1,16,18,35,73,0.479,7,19,0.368,21,25,0.84,5,34,18,8,10,14,21,0
POR,12,10-11-2017,Home,BRK,L,97,101,40,95,0.421,8,23,0.348,9,11,0.818,12,51,17,4,4,10,17,39,91,0.429,12,38,0.316,11,19,0.579,11,49,25,7,4,10,13,0
POR,13,13-11-2017,Home,DEN,W,99,82,38,73,0.521,7,21,0.333,16,18,0.889,8,43,22,12,5,21,18,30,84,0.357,9,32,0.281,13,15,0.867,12,35,13,9,2,20,16,1
POR,14,15-11-2017,Home,ORL,W,99,94,38,87,0.437,14,27,0.519,9,13,0.692,10,41,21,7,2,12,10,37,79,0.468,11,29,0.379,9,9,1,7,41,19,6,4,15,16,1
POR,15,17-11-2017,Away,SAC,L,82,86,30,81,0.37,7,25,0.28,15,16,0.938,11,44,13,8,1,17,20,36,85,0.424,4,14,0.286,10,15,0.667,12,43,20,11,5,13,22,0
POR,16,18-11-2017,Home,SAC,W,102,90,38,70,0.543,10,21,0.476,16,21,0.762,5,44,19,6,8,17,22,34,89,0.382,8,17,0.471,14,18,0.778,9,36,14,9,4,11,24,1
POR,17,20-11-2017,Away,MEM,W,100,92,33,83,0.398,6,15,0.4,28,32,0.875,15,60,11,1,9,15,23,33,86,0.384,8,30,0.267,18,23,0.783,5,35,23,6,9,8,26,1
POR,18,22-11-2017,Away,PHI,L,81,101,30,89,0.337,7,26,0.269,14,24,0.583,11,48,14,8,6,17,17,39,90,0.433,11,32,0.344,12,17,0.706,11,57,23,12,8,18,21,0
POR,19,24-11-2017,Away,BRK,W,127,125,48,96,0.5,6,15,0.4,25,35,0.714,12,45,24,5,13,7,16,50,100,0.5,10,25,0.4,15,21,0.714,13,47,25,4,6,9,22,1
POR,20,25-11-2017,Away,WAS,W,108,105,41,80,0.513,9,24,0.375,17,22,0.773,6,41,18,3,6,16,16,41,89,0.461,8,23,0.348,15,16,0.938,7,37,20,9,4,11,17,1
POR,21,27-11-2017,Away,NYK,W,103,91,37,83,0.446,7,21,0.333,22,26,0.846,5,45,18,10,3,9,22,35,88,0.398,5,15,0.333,16,22,0.727,14,51,13,3,3,13,20,1
POR,22,30-11-2017,Home,MIL,L,91,103,35,83,0.422,6,23,0.261,15,17,0.882,10,50,17,5,3,19,14,42,87,0.483,6,20,0.3,13,15,0.867,5,35,19,11,5,9,20,0
POR,23,02-12-2017,Home,NOP,L,116,123,47,105,0.448,11,35,0.314,11,11,1,9,44,20,6,3,4,17,45,86,0.523,15,31,0.484,18,25,0.72,4,48,22,2,3,10,16,0
POR,24,05-12-2017,Home,WAS,L,92,106,32,78,0.41,12,27,0.444,16,21,0.762,7,41,18,2,5,18,20,42,89,0.472,11,25,0.44,11,14,0.786,11,44,20,16,6,9,22,0
POR,25,09-12-2017,Home,HOU,L,117,124,45,88,0.511,18,41,0.439,9,12,0.75,7,33,19,4,5,15,28,40,75,0.533,10,25,0.4,34,42,0.81,7,35,14,13,2,12,17,0
POR,26,11-12-2017,Away,GSW,L,104,111,37,88,0.42,7,28,0.25,23,25,0.92,12,39,14,11,2,9,18,44,80,0.55,10,20,0.5,13,17,0.765,6,42,26,5,9,14,16,0
